time_text	NH4	Org	SO4	NO3	Chl
2025-10-20 17:23:25	-0.1420345019307551	3.150727284263677	0.3210539357194599	0.2645337902800646	0.005156486358880193
2025-10-20 17:39:24	0.2246402896639836	3.372542067068911	0.2718481588726446	0.3160313213183639	0.01874963589369909
2025-10-20 17:55:22	0.08459832728392448	3.715306042007058	0.299080304343434	0.3266078018335722	-0.005286686558534032
2025-10-20 18:11:21	0.07036087810665956	3.342674307302058	0.2354303551386391	0.3222737454781102	0.01364869574087718
2025-10-20 18:27:20	0.3692291188368605	3.184563118510587	0.2968806912883125	0.2509276034849366	0.006932370492117065
2025-10-20 18:43:18	0.06313358294753195	4.284740437849633	0.4810269819159447	0.4305886142442952	0.01287700500988406
2025-10-20 18:59:17	0.2789550086928672	5.302977558344859	0.5316990271476295	0.4592015579516987	0.03199401697111685
2025-10-20 19:15:16	0.2764201126463712	5.559944808025231	0.8445198652189625	0.4848276170571521	0.03931212801941531
2025-10-20 19:31:14	0.3267266823498305	5.111786029148852	0.8038939072852924	0.5555929869062775	0.02028203420390749
2025-10-20 19:47:13	0.4771629525751092	4.447990937020575	0.8082053099802723	0.4702357402278537	0.01931756925210943
2025-10-20 20:03:11	0.1114443622127078	4.775840834676504	0.789245069269255	0.4954142472154153	0.01240277421125779
2025-10-20 20:19:10	0.184294352904799	4.953618903112731	0.8088133452936336	0.5366886898863922	0.01524387674470164
2025-10-20 20:35:08	0.1424206825551231	4.905239886997222	0.4479716698313418	0.5436687799999635	0.03581553642767519
2025-10-20 20:51:06	0.1499617182656733	4.47715937372281	0.4146566056950322	0.5953502257270317	0.0280637604627852
2025-10-20 21:07:05	0.3574121213002708	4.963342557973588	0.09782953542382372	0.6506384856091303	0.01113715515354545
2025-10-20 21:23:03	0.1453177889483737	5.037946958200857	0.3435920515090289	0.639330146284269	0.00802989560033913
2025-10-20 21:39:01	-0.007378519317296359	6.128026106259255	0.3494036674916673	0.5950041096571405	-0.004132647209592096
2025-10-20 21:55:00	0.19606589965126	4.456766746019898	0.2823739966099678	0.6962141546746233	-0.002829845531311355
2025-10-21 16:51:09	-0.8389838498267451	5.305936949896402	1.265986007311233	1.858732501686712	-0.02458020916905399
2025-10-21 16:52:13	1.630953770161878	6.835700917775774	1.492241921227169	1.904309028916299	0.07189805712467259
2025-10-21 16:53:17	-0.2323312030364907	6.841741742959006	1.269413213500362	0.7382941981516089	0.07277388547945068
2025-10-21 16:54:21	1.608486081943771	2.903964284776549	1.93218459740527	1.317317417601708	-0.009740769422689472
2025-10-21 16:55:25	-0.09922802374581635	4.210685070964812	1.197163754314389	1.619212019817555	-0.05341025758671091
2025-10-21 16:56:29	0.8553636662440532	5.522241511064117	1.499495692941708	1.06778997806217	-0.02853615122787028
2025-10-21 16:57:33	0.3732747761003339	8.093666907119164	1.971087495019714	0.6154750337191693	-0.04137504719229554
2025-10-21 16:58:37	0.4179982517625268	6.46518684524275	1.912689127650814	0.8097955850611748	0.08192568504115448
2025-10-21 16:59:40	1.417773228560512	5.754203333652667	1.604803435384254	1.207181583702352	0.00841826406624107
2025-10-21 17:00:44	1.19424757804501	5.660888961128128	1.792216289539031	0.7997035640097379	-0.08775886730292312
2025-10-21 17:01:48	0.4810866944325849	5.867921217720033	2.197504830627992	1.303134114811846	0.0713893035912862
2025-10-21 17:02:52	0.8066241239750068	6.133071907719813	1.84370793143304	0.8484741656960868	-0.03881791171437261
2025-10-21 17:03:56	-1.232541593872824	6.974623611712402	1.125068932327427	0.9957566447919114	0.1207816874367768
2025-10-21 17:05:00	-0.6619678615817658	7.484603812350831	1.508238139046945	0.5541418860628486	0.09522786002641069
2025-10-21 17:06:04	-1.825505018400665	10.0820013664412	2.059195044147156	0.6956180633179982	0.006107072699426216
2025-10-21 17:07:08	0.1745661228573345	7.005657116799739	1.660188402456368	0.3475138255996234	0.02633712191308884
2025-10-21 17:08:12	-0.008398087953274734	7.73900927435933	1.581181883004103	1.403445867415333	0.001530879607318923
2025-10-21 17:09:15	2.042111450123058	3.354864415097507	0.7572449314865696	1.04243181355244	-0.02137829284831822
2025-10-21 17:10:19	1.074582901371557	6.356813262850883	1.75049313729388	0.3312452588031594	0.05235967171950186
2025-10-21 17:11:23	0.8800574936494275	5.115725214641931	1.017177877204177	1.256814617430736	0.01064021896721041
2025-10-21 17:12:27	-0.2540305843282862	6.504581635636094	1.70065729831994	1.18271532183185	0.01389047238073024
2025-10-21 17:13:31	-0.4541568034290335	8.961089077703678	0.9337922820624351	0.7476928983222085	-0.05021924066061664
2025-10-21 17:14:35	0.3218783630748749	5.520614271294932	1.585665001120066	0.6178981259859636	0.0603485179580694
2025-10-21 17:15:39	0.6269669923812881	5.591323210872978	1.527370806726557	0.2720905594789555	0.03798246917991394
2025-10-21 17:16:43	0.8563556335700461	4.137619107582958	1.775561265614322	0.5431917618339013	0.05194700566315778
2025-10-21 17:17:47	-0.2522399537991027	6.156910805795931	1.052951586033182	0.8099929239962746	-0.007757083898687925
2025-10-21 17:18:50	0.6186471296289803	3.96955711620716	1.319126499402594	0.420058214673267	-0.0873874733227694
